1,1,0.8
1,2880,0.757770876
1,3155,0.588561808
1,123,0.527272602
1,1975,0.477825468
1,1976,0.410184676
1,1908,0.4
1,386,0.4
1,3530,0.355555556
1,3235,0.355555556
1,2581,0.355555556
1,587,0.355555556
1,1521,0.35261846
1,1934,0.346410162
1,2637,0.337309617
1,2154,0.337309617
1,1957,0.337309617
1,1898,0.337309617
1,1135,0.337309617
1,1000,0.337309617
2,2,0.8
2,3241,0.4
2,2920,0.4
2,2675,0.4
2,1869,0.4
2,1675,0.4
2,123,0.4
2,56,0.4
2,3550,0.377123617
2,2184,0.377123617
2,2057,0.377123617
2,1655,0.377123617
2,486,0.377123617
2,3410,0.37032804
2,2848,0.37032804
2,2198,0.37032804
2,1956,0.37032804
2,1875,0.37032804
2,1866,0.37032804
2,1058,0.37032804
3,3,0.8
3,3202,0.677770876
3,1357,0.6
3,1945,0.497606774
3,1298,0.497606774
3,2752,0.466666667
3,1468,0.429965983
3,3025,0.409825546
3,1177,0.409825546
3,3668,0.4
3,3599,0.4
3,3588,0.4
3,3559,0.4
3,3450,0.4
3,3431,0.4
3,3375,0.4
3,3362,0.4
3,3344,0.4
3,3276,0.4
3,3267,0.4
4,4,0.8
4,3264,0.6
4,2987,0.6
4,191,0.578885438
4,348,0.563299316
4,2750,0.557770876
4,1455,0.557770876
4,1420,0.557770876
4,46,0.551185789
4,3137,0.549213478
4,571,0.52
4,2051,0.498885438
4,3389,0.483299316
4,2943,0.483299316
4,2038,0.482842712
4,1303,0.482842712
4,673,0.482842712
4,1887,0.461728151
4,3263,0.430940108
4,3080,0.430940108
5,5,0.8
5,869,0.757770876
5,2770,0.588710984
5,1400,0.550940108
5,2895,0.533808994
5,2798,0.533808994
5,2508,0.532345189
5,3668,0.508956666
5,2351,0.508956666
5,2303,0.508956666
5,2854,0.505927691
5,1462,0.501389469
5,2103,0.497606774
5,3375,0.492995557
5,2649,0.492995557
5,1630,0.492995557
5,2116,0.48392232
5,2615,0.481213556
5,1347,0.481213556
5,3352,0.471185789
6,6,0.8
6,2692,0.696926672
6,1775,0.584137033
6,3629,0.4
6,3531,0.4
6,3423,0.4
6,3174,0.4
6,3127,0.4
6,3110,0.4
6,3058,0.4
6,3033,0.4
6,2939,0.4
6,2881,0.4
6,2826,0.4
6,2790,0.4
6,2623,0.4
6,2543,0.4
6,2492,0.4
6,2479,0.4
6,2392,0.4
7,850,0.8
7,7,0.8
7,3671,0.4
7,3664,0.4
7,3613,0.4
7,3580,0.4
7,3574,0.4
7,3573,0.4
7,3552,0.4
7,3519,0.4
7,3479,0.4
7,3366,0.4
7,3337,0.4
7,3315,0.4
7,3299,0.4
7,3287,0.4
7,3283,0.4
7,3264,0.4
7,3253,0.4
7,3232,0.4
8,8,0.8
8,3021,0.557770876
8,3130,0.505484071
8,1325,0.502371578
8,3550,0.500608933
8,1773,0.48392232
8,1874,0.465670895
8,1000,0.446182982
8,1898,0.445552105
8,979,0.416281529
8,2050,0.413808994
8,1886,0.413808994
8,797,0.413808994
8,433,0.413808994
8,423,0.413808994
8,225,0.413808994
8,1301,0.409825546
8,2626,0.404168002
8,1711,0.404168002
8,1058,0.404168002
9,9,0.8
9,3183,0.636994707
9,252,0.630940108
9,3185,0.601268148
9,3184,0.601268148
9,3187,0.582460074
9,1285,0.577350269
9,3186,0.558889848
9,807,0.550940108
9,223,0.406559112
9,3480,0.4
9,3467,0.4
9,3455,0.4
9,3204,0.4
9,3140,0.4
9,3036,0.4
9,3028,0.4
9,2799,0.4
9,2559,0.4
9,2361,0.4
10,10,0.8
10,3557,0.4
10,3383,0.4
10,3379,0.4
10,3377,0.4
10,2850,0.4
10,2765,0.4
10,2763,0.4
10,2762,0.4
10,2761,0.4
10,2722,0.4
10,2721,0.4
10,2720,0.4
10,2176,0.4
10,1578,0.4
10,1482,0.4
10,1335,0.4
10,690,0.4
10,687,0.4
10,614,0.4
11,11,0.8
11,2498,0.630940108
11,1156,0.630940108
11,844,0.630940108
11,457,0.630940108
11,3586,0.601268148
11,3068,0.6
11,3006,0.6
11,2747,0.6
11,2418,0.6
11,2299,0.6
11,2030,0.6
11,1971,0.6
11,1684,0.6
11,1311,0.6
11,1138,0.6
11,140,0.6
11,3066,0.588710984
11,2774,0.588710984
11,2048,0.588710984
12,12,0.8
12,1169,0.521070193
12,3218,0.455418014
12,3651,0.425452031
12,3020,0.4
12,2801,0.4
12,2787,0.4
12,2786,0.4
12,1965,0.4
12,1824,0.4
12,1823,0.4
12,770,0.4
12,745,0.4
12,3545,0.394239424
12,2760,0.394239424
12,2745,0.394239424
12,1429,0.394239424
12,1155,0.394239424
12,1064,0.394239424
12,586,0.394239424
13,13,0.8
13,2581,0.355555556
13,350,0.355555556
13,2193,0.337309617
13,2154,0.337309617
13,1957,0.337309617
13,1898,0.337309617
13,48,0.337309617
13,2544,0.321612101
13,2359,0.321612101
13,1955,0.321612101
13,1907,0.321612101
13,1708,0.321612101
13,3361,0.32071349
13,2474,0.32071349
13,1954,0.32071349
13,1024,0.32071349
13,965,0.32071349
13,961,0.32071349
13,958,0.32071349
14,14,0.8
14,3221,0.4
14,3160,0.4
14,2136,0.4
14,1784,0.4
14,1774,0.4
14,1201,0.4
14,659,0.4
14,507,0.4
14,291,0.4
14,263,0.37032804
14,3639,0.32
14,3626,0.32
14,3611,0.32
14,3333,0.32
14,3230,0.32
14,3128,0.32
14,2941,0.32
14,2859,0.32
14,2806,0.32
15,15,0.8
15,104,0.48392232
15,2272,0.4
15,2266,0.4
15,2265,0.4
15,3444,0.357770876
15,2698,0.357770876
15,2665,0.357770876
15,1580,0.357770876
15,1341,0.357770876
15,1329,0.357770876
15,1027,0.357770876
15,695,0.357770876
15,448,0.357770876
15,374,0.357770876
15,3649,0.32
15,3557,0.32
15,3525,0.32
15,3504,0.32
15,3443,0.32
16,16,0.8
16,3516,0.4
16,3496,0.4
16,3478,0.4
16,3475,0.4
16,3472,0.4
16,3466,0.4
16,3331,0.4
16,3286,0.4
16,3064,0.4
16,2949,0.4
16,2789,0.4
16,2735,0.4
16,2515,0.4
16,2381,0.4
16,2132,0.4
16,2063,0.4
16,2036,0.4
16,1932,0.4
16,1930,0.4
17,17,0.8
17,3409,0.6
